id_obra,cidade,tipo_solo,nivel_chuva,risco_medio,pior_etapa,risco_pior,material_critico,taxa_insucesso
CCbjj-8951,Rio de Janeiro,Rochoso,122,6.91,Estrutura,9.98,Areia,0.85
CCbjj-8952,Rio de Janeiro,Argiloso,288,8.42,Estrutura,9.76,Areia,0.64
CCbjj-8953,Belém,Siltoso,62,10.3,Acabamento,8.68,Cimento,0.7
CCbjj-8954,Curitiba,Argiloso,180,9.84,Fundação,8.35,Cimento,0.34
CCbjj-8955,Belo Horizonte,Rochoso,223,9.7,Fundação,10.91,Revestimento,0.75
CCbjj-8956,Salvador,Siltoso,227,10.67,Estrutura,8.69,Tintas,0.74
CCbjj-8957,Belo Horizonte,Arenoso,186,7.95,Fundação,12.16,Cimento,0.82
CCbjj-8958,Curitiba,Siltoso,134,6.64,Acabamento,9.29,Aço,0.34
CCbjj-8959,Manaus,Siltoso,144,9.34,Acabamento,8.89,Piso,0.73
CCbjj-8960,São Paulo,Argiloso,61,8.09,Acabamento,9.42,Piso,0.34
CCbjj-8961,Belém,Arenoso,263,9.26,Estrutura,8.71,Cimento,0.57
CCbjj-8962,São Paulo,Rochoso,202,8.11,Acabamento,8.81,Madeira,0.53
CCbjj-8963,Recife,Siltoso,112,6.67,Estrutura,8.99,Areia,0.48
CCbjj-8964,Belo Horizonte,Rochoso,88,8.04,Fundação,12.35,Revestimento,0.8
CCbjj-8965,Manaus,Siltoso,150,11.07,Estrutura,10.94,Areia,0.43
CCbjj-8966,Curitiba,Rochoso,174,6.34,Estrutura,10.63,Areia,0.83
CCbjj-8967,Curitiba,Rochoso,237,10.29,Fundação,8.27,Piso,0.5
CCbjj-8968,Recife,Argiloso,200,6.54,Acabamento,8.01,Areia,0.71
CCbjj-8969,Belém,Argiloso,278,9.92,Acabamento,10.93,Tintas,0.81
CCbjj-8970,Manaus,Arenoso,52,8.13,Fundação,8.16,Madeira,0.48
CCbjj-8971,Belém,Rochoso,157,7.23,Estrutura,12.06,Madeira,0.69
CCbjj-8972,São Paulo,Argiloso,158,9.21,Acabamento,11.44,Cimento,0.7
CCbjj-8973,São Paulo,Arenoso,79,11.8,Acabamento,10.48,Madeira,0.77
CCbjj-8974,Rio de Janeiro,Rochoso,65,6.93,Estrutura,8.4,Aço,0.74
CCbjj-8975,Fortaleza,Siltoso,79,6.66,Estrutura,12.63,Cimento,0.68
CCbjj-8976,Salvador,Siltoso,251,11.37,Fundação,12.22,Madeira,0.79
CCbjj-8977,Belo Horizonte,Argiloso,229,6.42,Acabamento,9.91,Piso,0.89
CCbjj-8978,Fortaleza,Siltoso,168,9.12,Acabamento,10.58,Tintas,0.58
CCbjj-8979,Rio de Janeiro,Arenoso,79,10.99,Fundação,9.43,Tintas,0.48
CCbjj-8980,Porto Alegre,Argiloso,149,10.43,Estrutura,11.66,Areia,0.33
CCbjj-8981,Fortaleza,Argiloso,295,6.65,Acabamento,11.32,Revestimento,0.4
CCbjj-8982,Porto Alegre,Arenoso,195,11.87,Fundação,9.23,Aço,0.51
CCbjj-8983,Manaus,Siltoso,227,8.58,Fundação,12.49,Piso,0.38
CCbjj-8984,Porto Alegre,Siltoso,167,8.56,Estrutura,9.04,Cimento,0.79
CCbjj-8985,Fortaleza,Siltoso,146,6.99,Fundação,8.42,Madeira,0.88
CCbjj-8986,Fortaleza,Siltoso,145,7.48,Fundação,9.4,Revestimento,0.47
CCbjj-8987,Belo Horizonte,Siltoso,220,9.67,Estrutura,10.43,Cimento,0.77
CCbjj-8988,São Paulo,Rochoso,54,9.18,Estrutura,8.81,Brita,0.39
CCbjj-8989,Belém,Siltoso,203,6.82,Fundação,9.84,Areia,0.67
CCbjj-8990,Fortaleza,Rochoso,210,10.37,Acabamento,8.63,Revestimento,0.59
CCbjj-8991,Belo Horizonte,Rochoso,194,10.23,Fundação,8.35,Cimento,0.73
CCbjj-8992,Fortaleza,Arenoso,168,9.95,Acabamento,10.92,Tintas,0.69
CCbjj-8993,São Paulo,Argiloso,56,8.73,Acabamento,12.52,Cimento,0.51
CCbjj-8994,Curitiba,Rochoso,98,6.24,Fundação,11.87,Brita,0.52
CCbjj-8995,Recife,Arenoso,86,10.83,Fundação,11.16,Revestimento,0.82
CCbjj-8996,Rio de Janeiro,Arenoso,187,10.06,Fundação,10.39,Areia,0.55
CCbjj-8997,Curitiba,Arenoso,297,10.54,Fundação,12.41,Cimento,0.72
CCbjj-8998,Rio de Janeiro,Rochoso,212,6.51,Fundação,8.88,Brita,0.47
CCbjj-8999,Rio de Janeiro,Arenoso,262,7.4,Fundação,8.07,Tintas,0.88
CCbjj-9000,Curitiba,Argiloso,101,7.04,Estrutura,11.5,Areia,0.46
CCbjj-9001,Salvador,Rochoso,63,10.91,Fundação,11.03,Piso,0.51
CCbjj-9002,Belém,Rochoso,287,6.17,Fundação,8.43,Piso,0.86
CCbjj-9003,Manaus,Arenoso,63,9.17,Fundação,12.25,Revestimento,0.67
CCbjj-9004,Curitiba,Arenoso,207,9.18,Acabamento,11.74,Tintas,0.71
CCbjj-9005,Salvador,Arenoso,278,7.52,Estrutura,8.57,Piso,0.76
CCbjj-9006,São Paulo,Rochoso,96,8.59,Acabamento,12.33,Aço,0.71
CCbjj-9007,Curitiba,Arenoso,236,9.75,Fundação,11.69,Areia,0.83
CCbjj-9008,Belém,Arenoso,73,10.84,Estrutura,8.96,Brita,0.61
CCbjj-9009,Recife,Arenoso,161,6.74,Estrutura,12.81,Areia,0.58
CCbjj-9010,Belo Horizonte,Siltoso,299,9.46,Acabamento,10.85,Cimento,0.45
CCbjj-9011,Salvador,Arenoso,236,9.21,Fundação,12.84,Revestimento,0.39
CCbjj-9012,Curitiba,Arenoso,199,10.11,Fundação,12.52,Piso,0.51
CCbjj-9013,Fortaleza,Rochoso,225,9.8,Estrutura,12.84,Revestimento,0.76
CCbjj-9014,Rio de Janeiro,Rochoso,71,9.25,Acabamento,9.28,Tintas,0.82
CCbjj-9015,Rio de Janeiro,Rochoso,169,10.86,Acabamento,11.5,Tintas,0.44
CCbjj-9016,Recife,Siltoso,73,7.49,Acabamento,9.39,Tintas,0.86
CCbjj-9017,Belo Horizonte,Arenoso,78,7.38,Acabamento,8.86,Tintas,0.73
CCbjj-9018,Salvador,Arenoso,260,7.5,Estrutura,10.94,Revestimento,0.31
CCbjj-9019,Rio de Janeiro,Arenoso,99,9.71,Estrutura,11.36,Aço,0.82
CCbjj-9020,Salvador,Argiloso,67,10.9,Estrutura,9.34,Madeira,0.4
CCbjj-9021,Curitiba,Argiloso,221,10.37,Fundação,8.07,Piso,0.48
CCbjj-9022,Curitiba,Arenoso,132,9.13,Estrutura,11.76,Aço,0.35
CCbjj-9023,Salvador,Siltoso,217,9.58,Estrutura,9.6,Brita,0.44
CCbjj-9024,Rio de Janeiro,Rochoso,241,7.17,Acabamento,11.31,Revestimento,0.43
CCbjj-9025,Rio de Janeiro,Argiloso,175,8.14,Fundação,12.27,Areia,0.35
CCbjj-9026,Rio de Janeiro,Siltoso,140,9.04,Acabamento,12.87,Brita,0.48
CCbjj-9027,Rio de Janeiro,Siltoso,86,11.85,Estrutura,11.72,Aço,0.35
CCbjj-9028,Recife,Rochoso,246,8.84,Estrutura,12.13,Tintas,0.65
CCbjj-9029,Recife,Arenoso,140,6.45,Estrutura,12.54,Brita,0.81
CCbjj-9030,Belo Horizonte,Argiloso,92,9.96,Estrutura,11.24,Areia,0.69
CCbjj-9031,São Paulo,Siltoso,250,8.83,Acabamento,8.19,Aço,0.34
CCbjj-9032,Belo Horizonte,Siltoso,116,8.48,Acabamento,8.37,Piso,0.71
CCbjj-9033,Curitiba,Argiloso,227,11.89,Acabamento,9.04,Madeira,0.71
CCbjj-9034,Recife,Argiloso,152,10.59,Estrutura,12.39,Brita,0.74
CCbjj-9035,Fortaleza,Rochoso,159,6.05,Estrutura,12.87,Tintas,0.87
CCbjj-9036,Porto Alegre,Arenoso,293,9.67,Estrutura,11.55,Madeira,0.49
CCbjj-9037,Recife,Argiloso,76,10.98,Estrutura,10.23,Revestimento,0.9
CCbjj-9038,Recife,Rochoso,112,8.04,Fundação,10.98,Brita,0.83
CCbjj-9039,Recife,Siltoso,262,11.21,Fundação,11.53,Brita,0.62
CCbjj-9040,Belém,Rochoso,160,11.08,Acabamento,8.18,Aço,0.35
CCbjj-9041,Belo Horizonte,Arenoso,235,10.61,Estrutura,10.68,Revestimento,0.45
CCbjj-9042,Porto Alegre,Arenoso,285,6.39,Fundação,12.52,Areia,0.83
CCbjj-9043,Manaus,Rochoso,157,8.05,Acabamento,12.75,Areia,0.66
CCbjj-9044,Porto Alegre,Argiloso,106,8.97,Fundação,9.63,Areia,0.79
CCbjj-9045,Belém,Argiloso,272,6.86,Estrutura,11.0,Cimento,0.65
CCbjj-9046,Salvador,Arenoso,216,8.62,Estrutura,8.37,Revestimento,0.63
CCbjj-9047,Rio de Janeiro,Argiloso,190,7.48,Estrutura,10.55,Brita,0.68
CCbjj-9048,Curitiba,Siltoso,241,6.49,Fundação,10.09,Cimento,0.77
CCbjj-9049,Recife,Argiloso,105,6.97,Estrutura,9.55,Piso,0.73
CCbjj-9050,Porto Alegre,Siltoso,247,7.41,Estrutura,10.97,Areia,0.32
CCbjj-9051,Belo Horizonte,Arenoso,64,6.67,Fundação,12.14,Piso,0.7
CCbjj-9052,Manaus,Argiloso,188,11.63,Estrutura,12.9,Revestimento,0.7
CCbjj-9053,Recife,Siltoso,274,11.39,Estrutura,12.86,Piso,0.73
CCbjj-9054,Curitiba,Rochoso,154,8.68,Estrutura,8.73,Aço,0.48
CCbjj-9055,Porto Alegre,Argiloso,192,8.06,Acabamento,10.78,Areia,0.72
CCbjj-9056,Salvador,Arenoso,190,8.97,Estrutura,11.09,Areia,0.55
CCbjj-9057,Rio de Janeiro,Siltoso,230,10.9,Acabamento,9.3,Aço,0.32
CCbjj-9058,Rio de Janeiro,Siltoso,63,8.08,Fundação,12.18,Brita,0.87
CCbjj-9059,Rio de Janeiro,Argiloso,126,7.36,Acabamento,9.42,Tintas,0.45
CCbjj-9060,Fortaleza,Siltoso,215,11.81,Fundação,12.9,Revestimento,0.66
CCbjj-9061,Belém,Argiloso,111,7.55,Fundação,12.44,Tintas,0.83
CCbjj-9062,São Paulo,Arenoso,177,10.45,Acabamento,9.72,Brita,0.83
CCbjj-9063,Belém,Arenoso,81,10.72,Estrutura,8.51,Revestimento,0.6
CCbjj-9064,Belo Horizonte,Arenoso,221,11.73,Estrutura,12.29,Piso,0.37
CCbjj-9065,Salvador,Siltoso,175,8.09,Acabamento,11.79,Tintas,0.5
CCbjj-9066,Belém,Siltoso,187,8.57,Fundação,10.83,Cimento,0.78
CCbjj-9067,Fortaleza,Arenoso,278,10.61,Estrutura,9.47,Piso,0.62
CCbjj-9068,Manaus,Arenoso,213,9.17,Estrutura,9.31,Brita,0.76
CCbjj-9069,Manaus,Argiloso,215,10.22,Acabamento,10.98,Revestimento,0.74
CCbjj-9070,Porto Alegre,Arenoso,207,10.03,Estrutura,12.57,Revestimento,0.81
CCbjj-9071,Belo Horizonte,Siltoso,129,11.16,Acabamento,10.92,Piso,0.78
CCbjj-9072,Belém,Arenoso,78,11.6,Estrutura,8.91,Brita,0.63
CCbjj-9073,Porto Alegre,Rochoso,231,9.88,Acabamento,8.32,Brita,0.58
CCbjj-9074,Recife,Siltoso,215,10.7,Acabamento,12.19,Aço,0.38
CCbjj-9075,Salvador,Argiloso,141,10.92,Estrutura,9.71,Cimento,0.85
CCbjj-9076,Fortaleza,Rochoso,50,10.47,Acabamento,9.58,Aço,0.89
CCbjj-9077,Belém,Siltoso,65,10.44,Acabamento,10.81,Tintas,0.5
CCbjj-9078,Recife,Rochoso,185,6.67,Acabamento,11.29,Piso,0.35
CCbjj-9079,São Paulo,Arenoso,296,7.19,Fundação,12.32,Revestimento,0.81
CCbjj-9080,Rio de Janeiro,Arenoso,143,6.17,Acabamento,12.17,Brita,0.89
CCbjj-9081,Salvador,Siltoso,185,9.17,Fundação,10.91,Areia,0.51
CCbjj-9082,Belém,Argiloso,193,8.93,Acabamento,8.12,Brita,0.79
CCbjj-9083,Belo Horizonte,Siltoso,69,7.81,Acabamento,11.54,Brita,0.59
CCbjj-9084,Salvador,Arenoso,220,7.88,Estrutura,11.13,Madeira,0.31
CCbjj-9085,Recife,Arenoso,275,7.6,Acabamento,10.84,Piso,0.8
CCbjj-9086,Curitiba,Arenoso,104,10.46,Acabamento,8.44,Cimento,0.55
CCbjj-9087,Porto Alegre,Arenoso,193,9.51,Fundação,8.48,Cimento,0.36
CCbjj-9088,Fortaleza,Arenoso,165,7.97,Fundação,9.81,Piso,0.48
CCbjj-9089,Porto Alegre,Siltoso,222,9.13,Estrutura,8.76,Brita,0.75
CCbjj-9090,São Paulo,Rochoso,116,6.03,Estrutura,11.05,Tintas,0.3
CCbjj-9091,São Paulo,Argiloso,105,8.07,Estrutura,8.35,Piso,0.63
CCbjj-9092,Porto Alegre,Rochoso,181,6.8,Acabamento,11.96,Areia,0.9
CCbjj-9093,Curitiba,Rochoso,128,11.02,Estrutura,10.69,Piso,0.59
CCbjj-9094,Fortaleza,Rochoso,258,7.14,Fundação,12.94,Aço,0.31
CCbjj-9095,Manaus,Arenoso,131,11.51,Estrutura,10.67,Tintas,0.54
CCbjj-9096,Manaus,Rochoso,156,7.27,Acabamento,11.13,Madeira,0.4
CCbjj-9097,Rio de Janeiro,Arenoso,129,9.74,Estrutura,10.65,Aço,0.73
CCbjj-9098,Curitiba,Siltoso,270,7.85,Acabamento,10.14,Cimento,0.5
CCbjj-9099,Salvador,Arenoso,213,10.28,Acabamento,8.38,Aço,0.7
CCbjj-9100,Belém,Arenoso,256,7.6,Estrutura,11.66,Cimento,0.85
CCbjj-9101,Rio de Janeiro,Siltoso,252,6.8,Fundação,9.94,Piso,0.8
CCbjj-9102,Belém,Argiloso,109,8.21,Estrutura,11.58,Revestimento,0.85
CCbjj-9103,Belém,Siltoso,112,8.92,Fundação,9.47,Aço,0.8
CCbjj-9104,São Paulo,Siltoso,265,10.87,Estrutura,12.75,Piso,0.34
CCbjj-9105,São Paulo,Arenoso,57,9.29,Fundação,10.04,Piso,0.42
CCbjj-9106,Belo Horizonte,Argiloso,142,10.49,Acabamento,10.78,Piso,0.7
CCbjj-9107,Manaus,Rochoso,188,11.81,Fundação,12.79,Madeira,0.3
CCbjj-9108,Salvador,Siltoso,72,9.17,Fundação,8.95,Cimento,0.76
CCbjj-9109,Fortaleza,Siltoso,254,7.62,Fundação,10.86,Aço,0.79
CCbjj-9110,São Paulo,Rochoso,200,8.89,Fundação,9.33,Revestimento,0.36
CCbjj-9111,Salvador,Argiloso,101,8.26,Acabamento,12.68,Madeira,0.73
CCbjj-9112,Fortaleza,Siltoso,148,11.13,Estrutura,12.01,Brita,0.51
CCbjj-9113,Fortaleza,Siltoso,230,9.67,Acabamento,9.9,Revestimento,0.34
CCbjj-9114,Belo Horizonte,Siltoso,105,6.1,Acabamento,10.73,Aço,0.78
CCbjj-9115,Curitiba,Rochoso,224,7.36,Estrutura,10.17,Piso,0.61
CCbjj-9116,Porto Alegre,Siltoso,174,10.81,Acabamento,10.14,Tintas,0.81
CCbjj-9117,Porto Alegre,Arenoso,257,10.2,Estrutura,9.22,Areia,0.85
CCbjj-9118,Rio de Janeiro,Argiloso,129,8.77,Acabamento,11.11,Areia,0.51
CCbjj-9119,Belém,Rochoso,133,11.19,Fundação,12.13,Revestimento,0.73
CCbjj-9120,Porto Alegre,Siltoso,237,10.73,Estrutura,10.97,Brita,0.66
CCbjj-9121,Curitiba,Arenoso,123,7.71,Fundação,11.48,Areia,0.73
CCbjj-9122,Recife,Argiloso,112,8.37,Acabamento,10.36,Areia,0.85
CCbjj-9123,Belém,Arenoso,157,6.13,Estrutura,9.8,Tintas,0.5
CCbjj-9124,Porto Alegre,Siltoso,204,9.86,Estrutura,12.82,Revestimento,0.8
CCbjj-9125,Rio de Janeiro,Arenoso,257,8.36,Estrutura,8.91,Areia,0.65
CCbjj-9126,Porto Alegre,Rochoso,162,7.51,Fundação,11.93,Tintas,0.76
CCbjj-9127,Curitiba,Arenoso,100,10.8,Acabamento,8.99,Tintas,0.45
CCbjj-9128,Salvador,Arenoso,58,11.79,Fundação,9.41,Cimento,0.83
CCbjj-9129,Porto Alegre,Siltoso,172,7.31,Acabamento,10.3,Areia,0.34
CCbjj-9130,Recife,Arenoso,81,9.36,Estrutura,9.31,Areia,0.48
CCbjj-9131,Salvador,Arenoso,272,7.42,Acabamento,12.1,Piso,0.71
CCbjj-9132,Belo Horizonte,Rochoso,177,9.08,Estrutura,9.36,Brita,0.63
CCbjj-9133,Manaus,Rochoso,147,10.38,Fundação,11.8,Aço,0.4
CCbjj-9134,Belo Horizonte,Argiloso,285,10.72,Estrutura,10.48,Piso,0.85
CCbjj-9135,São Paulo,Arenoso,132,6.85,Fundação,10.1,Revestimento,0.59
CCbjj-9136,São Paulo,Argiloso,138,8.59,Fundação,10.28,Piso,0.61
CCbjj-9137,Fortaleza,Argiloso,215,7.66,Fundação,8.69,Piso,0.34
CCbjj-9138,Fortaleza,Arenoso,120,7.0,Estrutura,10.54,Revestimento,0.61
CCbjj-9139,Fortaleza,Siltoso,126,9.97,Estrutura,10.46,Areia,0.36
CCbjj-9140,Fortaleza,Siltoso,130,7.48,Fundação,9.94,Brita,0.51
CCbjj-9141,Salvador,Arenoso,219,10.4,Acabamento,10.56,Madeira,0.72
CCbjj-9142,Salvador,Arenoso,56,10.28,Estrutura,9.93,Aço,0.33
CCbjj-9143,Manaus,Arenoso,74,10.3,Fundação,9.14,Cimento,0.37
CCbjj-9144,São Paulo,Rochoso,200,9.59,Estrutura,9.36,Tintas,0.63
CCbjj-9145,Porto Alegre,Argiloso,187,7.0,Estrutura,11.12,Piso,0.6
CCbjj-9146,Salvador,Rochoso,250,10.86,Fundação,8.91,Cimento,0.44
CCbjj-9147,Porto Alegre,Arenoso,221,9.8,Estrutura,11.75,Aço,0.8
CCbjj-9148,Salvador,Argiloso,121,11.89,Acabamento,11.68,Aço,0.4
CCbjj-9149,Recife,Argiloso,251,6.79,Acabamento,10.29,Areia,0.48
CCbjj-9150,Belém,Siltoso,264,9.27,Acabamento,10.64,Aço,0.45
CCbjj-9151,Curitiba,Rochoso,242,7.18,Fundação,12.01,Revestimento,0.59
CCbjj-9152,Belém,Rochoso,103,6.69,Acabamento,8.38,Cimento,0.61
CCbjj-9153,Manaus,Argiloso,188,11.77,Acabamento,11.03,Revestimento,0.69
CCbjj-9154,Rio de Janeiro,Siltoso,256,8.54,Acabamento,9.05,Piso,0.47
CCbjj-9155,Salvador,Rochoso,60,8.73,Estrutura,8.23,Brita,0.63
CCbjj-9156,Belém,Argiloso,257,6.31,Fundação,10.15,Tintas,0.85
CCbjj-9157,São Paulo,Rochoso,282,7.51,Estrutura,11.02,Madeira,0.73
CCbjj-9158,Fortaleza,Arenoso,250,9.96,Acabamento,8.08,Areia,0.32
CCbjj-9159,Manaus,Rochoso,238,8.22,Acabamento,9.58,Piso,0.41
CCbjj-9160,Recife,Arenoso,57,6.8,Acabamento,8.7,Areia,0.8
CCbjj-9161,Curitiba,Arenoso,235,6.94,Estrutura,8.52,Aço,0.71
CCbjj-9162,São Paulo,Rochoso,209,10.46,Estrutura,11.13,Brita,0.4
CCbjj-9163,Curitiba,Siltoso,125,11.36,Estrutura,12.01,Piso,0.5
CCbjj-9164,Rio de Janeiro,Siltoso,161,7.71,Fundação,9.61,Piso,0.34
CCbjj-9165,Salvador,Rochoso,261,6.34,Estrutura,8.72,Madeira,0.48
CCbjj-9166,Manaus,Rochoso,74,9.1,Acabamento,11.5,Revestimento,0.37
CCbjj-9167,Salvador,Argiloso,170,10.19,Estrutura,12.89,Revestimento,0.75
CCbjj-9168,Manaus,Argiloso,288,7.3,Fundação,11.5,Areia,0.54
CCbjj-9169,Rio de Janeiro,Argiloso,59,10.63,Estrutura,12.21,Areia,0.81
CCbjj-9170,Belém,Rochoso,161,10.02,Estrutura,9.74,Piso,0.49
CCbjj-9171,Fortaleza,Rochoso,176,9.78,Acabamento,10.25,Piso,0.89
CCbjj-9172,Manaus,Siltoso,263,7.78,Fundação,9.33,Tintas,0.74
CCbjj-9173,Salvador,Rochoso,90,9.98,Fundação,11.63,Aço,0.84
CCbjj-9174,Recife,Rochoso,209,10.4,Fundação,9.54,Areia,0.6
CCbjj-9175,Belém,Siltoso,90,11.62,Acabamento,10.8,Revestimento,0.64
CCbjj-9176,Rio de Janeiro,Argiloso,239,8.51,Fundação,10.4,Revestimento,0.67
CCbjj-9177,Recife,Arenoso,198,7.12,Estrutura,8.15,Brita,0.4
CCbjj-9178,Belém,Argiloso,263,6.15,Fundação,11.8,Cimento,0.72
CCbjj-9179,Rio de Janeiro,Rochoso,283,11.02,Fundação,9.0,Cimento,0.43
CCbjj-9180,Porto Alegre,Arenoso,88,11.13,Estrutura,8.98,Areia,0.53
CCbjj-9181,Manaus,Siltoso,123,6.78,Estrutura,11.73,Areia,0.64
CCbjj-9182,Manaus,Argiloso,265,11.23,Estrutura,10.48,Brita,0.59
CCbjj-9183,Belém,Rochoso,121,11.59,Fundação,11.52,Tintas,0.72
CCbjj-9184,Manaus,Argiloso,163,7.93,Estrutura,9.35,Brita,0.76
CCbjj-9185,Fortaleza,Arenoso,88,7.0,Acabamento,8.19,Tintas,0.71
CCbjj-9186,Rio de Janeiro,Siltoso,278,11.82,Estrutura,10.39,Aço,0.61
CCbjj-9187,Curitiba,Rochoso,158,7.78,Estrutura,8.65,Areia,0.36
CCbjj-9188,Fortaleza,Rochoso,158,11.06,Acabamento,12.39,Brita,0.51
CCbjj-9189,Recife,Rochoso,185,10.82,Estrutura,11.03,Madeira,0.63
CCbjj-9190,Salvador,Argiloso,295,10.34,Acabamento,10.43,Piso,0.83
CCbjj-9191,Salvador,Rochoso,147,7.56,Estrutura,10.64,Madeira,0.43
CCbjj-9192,Salvador,Rochoso,107,8.43,Fundação,10.19,Madeira,0.75
CCbjj-9193,Curitiba,Arenoso,62,10.44,Acabamento,8.45,Tintas,0.43
CCbjj-9194,Porto Alegre,Siltoso,94,8.99,Estrutura,9.54,Piso,0.88
CCbjj-9195,Salvador,Rochoso,292,7.99,Estrutura,8.35,Piso,0.74
CCbjj-9196,Manaus,Argiloso,223,6.36,Estrutura,11.11,Madeira,0.5
CCbjj-9197,Curitiba,Siltoso,84,8.71,Acabamento,12.74,Tintas,0.55
CCbjj-9198,São Paulo,Rochoso,109,10.7,Acabamento,9.81,Revestimento,0.8
CCbjj-9199,Belém,Rochoso,117,9.69,Acabamento,11.78,Aço,0.4
CCbjj-9200,Fortaleza,Rochoso,285,7.71,Fundação,11.67,Aço,0.48
CCbjj-9201,Manaus,Rochoso,188,9.15,Estrutura,10.63,Revestimento,0.79
CCbjj-9202,Fortaleza,Rochoso,227,11.52,Fundação,8.13,Piso,0.75
CCbjj-9203,Belo Horizonte,Rochoso,70,9.42,Estrutura,11.75,Madeira,0.45
CCbjj-9204,Manaus,Siltoso,66,6.11,Estrutura,9.73,Areia,0.34
CCbjj-9205,Manaus,Argiloso,61,7.1,Acabamento,11.68,Areia,0.87
CCbjj-9206,Porto Alegre,Rochoso,294,9.25,Fundação,12.9,Areia,0.66
CCbjj-9207,Rio de Janeiro,Argiloso,92,7.59,Acabamento,10.27,Madeira,0.61
CCbjj-9208,Belo Horizonte,Argiloso,191,7.47,Fundação,11.75,Tintas,0.34
CCbjj-9209,Belém,Argiloso,73,6.59,Fundação,10.81,Cimento,0.44
CCbjj-9210,Belém,Arenoso,242,11.9,Fundação,12.53,Aço,0.47
CCbjj-9211,Porto Alegre,Argiloso,233,6.02,Fundação,10.63,Revestimento,0.68
CCbjj-9212,Manaus,Siltoso,160,6.51,Fundação,12.79,Areia,0.87
CCbjj-9213,Salvador,Rochoso,59,9.85,Estrutura,11.13,Cimento,0.56
CCbjj-9214,Curitiba,Rochoso,79,9.79,Acabamento,12.07,Cimento,0.64
CCbjj-9215,Belém,Argiloso,186,7.21,Estrutura,11.37,Tintas,0.44
CCbjj-9216,Recife,Argiloso,128,8.08,Acabamento,10.23,Piso,0.77
CCbjj-9217,São Paulo,Rochoso,108,6.12,Acabamento,8.05,Cimento,0.43
CCbjj-9218,Recife,Arenoso,94,6.42,Estrutura,12.19,Madeira,0.78
CCbjj-9219,Recife,Arenoso,294,7.7,Acabamento,9.04,Brita,0.39
CCbjj-9220,Recife,Siltoso,197,7.73,Estrutura,8.65,Revestimento,0.49
CCbjj-9221,São Paulo,Argiloso,110,9.49,Estrutura,9.5,Tintas,0.75
CCbjj-9222,Manaus,Rochoso,272,7.03,Estrutura,12.99,Revestimento,0.69
CCbjj-9223,São Paulo,Argiloso,111,8.1,Acabamento,11.08,Cimento,0.39
CCbjj-9224,Belém,Arenoso,216,6.88,Estrutura,11.33,Madeira,0.48
CCbjj-9225,Curitiba,Argiloso,290,8.97,Estrutura,12.32,Cimento,0.3
CCbjj-9226,Curitiba,Arenoso,213,7.38,Fundação,9.15,Revestimento,0.54
CCbjj-9227,São Paulo,Arenoso,175,10.48,Estrutura,8.13,Aço,0.46
CCbjj-9228,Belém,Arenoso,237,9.82,Acabamento,11.65,Tintas,0.59
CCbjj-9229,Fortaleza,Siltoso,214,9.95,Fundação,10.18,Brita,0.43
CCbjj-9230,Belo Horizonte,Argiloso,140,7.17,Fundação,10.69,Madeira,0.74
CCbjj-9231,Fortaleza,Rochoso,143,10.65,Estrutura,10.46,Revestimento,0.52
CCbjj-9232,Belo Horizonte,Arenoso,87,6.54,Acabamento,10.1,Cimento,0.33
CCbjj-9233,Porto Alegre,Siltoso,170,11.38,Acabamento,8.64,Cimento,0.31
CCbjj-9234,Belém,Arenoso,169,6.66,Acabamento,11.93,Revestimento,0.5
CCbjj-9235,Curitiba,Argiloso,224,7.78,Fundação,11.74,Cimento,0.79
CCbjj-9236,Recife,Siltoso,57,8.41,Fundação,9.0,Madeira,0.89
CCbjj-9237,Belém,Rochoso,149,10.57,Estrutura,8.09,Revestimento,0.75
CCbjj-9238,Curitiba,Argiloso,207,7.19,Acabamento,11.13,Cimento,0.55
CCbjj-9239,Belém,Arenoso,230,10.5,Acabamento,11.3,Tintas,0.43
CCbjj-9240,Belém,Rochoso,186,10.65,Estrutura,12.21,Tintas,0.69
CCbjj-9241,Salvador,Arenoso,288,10.74,Fundação,9.66,Aço,0.47
CCbjj-9242,Fortaleza,Argiloso,256,8.21,Fundação,11.15,Madeira,0.89
CCbjj-9243,Recife,Arenoso,202,9.69,Estrutura,9.08,Madeira,0.83
CCbjj-9244,Recife,Argiloso,91,11.12,Fundação,8.34,Revestimento,0.61
CCbjj-9245,Porto Alegre,Arenoso,298,7.51,Fundação,12.18,Revestimento,0.43
CCbjj-9246,Salvador,Argiloso,251,9.67,Estrutura,8.7,Revestimento,0.73
CCbjj-9247,Rio de Janeiro,Argiloso,160,7.17,Fundação,9.79,Tintas,0.61
CCbjj-9248,Rio de Janeiro,Argiloso,115,6.49,Estrutura,9.19,Aço,0.33
CCbjj-9249,Curitiba,Argiloso,237,6.1,Fundação,9.25,Aço,0.33
CCbjj-9250,Salvador,Arenoso,72,7.18,Fundação,10.27,Cimento,0.3
CCbjj-9251,Manaus,Rochoso,88,7.41,Fundação,9.37,Tintas,0.6
CCbjj-9252,Fortaleza,Arenoso,110,6.95,Acabamento,12.77,Revestimento,0.72
CCbjj-9253,Recife,Argiloso,205,8.53,Estrutura,11.03,Aço,0.67
CCbjj-9254,Salvador,Argiloso,76,6.8,Acabamento,12.23,Areia,0.45
CCbjj-9255,Salvador,Argiloso,98,6.02,Estrutura,9.17,Tintas,0.64
